full_text,tweet_processed,sentimen_label,sentimen
Rencana mengganti susu sapi dengan susu ikan dalam program Makan Bergizi dan Susu Gratis (MBG) Prabowo Subianto-Gibran Rakabuming Raka menuai polemik di tengah masyarakat. Seorang ahli gizi mengatakan jangan sampai malah menimbulkan masalah baru . https://t.co/WiWv1n9K4b,rencana ganti susu sapi susu ikan program makan gizi susu gratis mbg prabowo subianto gibran rakabuming raka tuai polemik tengah masyarakat orang ahli gizi kata jangan malah timbul masalah baru,0,netral
Uji Coba Program Makan Bergizi Gratis (MBG) terus berlanjut dan berjalan. Setelah Kota Tangerang sejumlah daerah turut menjalankan uji coba Program Unggulan Presiden dan Wakil Presiden Terpilih Periode 2024 tersebut. Info selengkapnya: https://t.co/9jOl1qJU5y,uji coba program makan gizi gratis mbg terus lanjut jalan kota tangerang jumlah daerah turut jalan uji coba program unggul presiden wakil presiden pilih periode sebut info lengkap,0,netral
Seremoni kegiatan mitigasi uji coba Program Makan Bergizi Gratis (MBG) yg dipusatkan di Kota Surakarta &amp; dilaksanakan secara luring. Sementara di Kota Tegal dilaksanakan di Gedung Adipura yg diikuti oleh anak2 SD SMP yg terhubung scr daring via zoom dgn Kota Surakarta. https://t.co/Z4tIJxXxMd,seremoni giat mitigasi uji coba program makan gizi gratis mbg pusat kota surakarta laksana luring kota tegal laksana gedung adipura ikut anak sd smp hubung scr daring via zoom kota surakarta,0,netral
Kota Tegal salah satu dari empat daerah yang mengikuti uji coba Makan Bergizi Gratis (MBG). Niiih kemeriahan pra acara uji coba MBG di Kota Tegal Kamis 19 September 2024 di Gedung Adipura yang berhasil di dokumentasikan oleh Diskominfo Kota Tegal. https://t.co/tOP8YuMdpr,kota tegal salah satu empat daerah ikut uji coba makan gizi gratis mbg niiih riah pra acara uji coba mbg kota tegal kamis september gedung adipura hasil dokumentasi diskominfo kota tegal,0,netral
Wiranto mengungkapkan uji coba tersebut akan terus dilakukan agar program MBG yang akan diterapkan secara nasional nantinya berjalan dengan baik mengingat program tersebut sangat penting sebagai salah satu upaya mewujudkan Indonesia Emas 2045. https://t.co/4vUybd7sbI,wiranto ungkap uji coba sebut terus laku program mbg terap nasional nanti jalan baik ingat program sebut sangat penting salah satu upaya wujud indonesia emas,0,netral
Babinsa Kerten Serka Sugiman Monitor Seremoni Pelaksanaan Uji Coba Program Makan Bergizi Gratis (MBG) di SDN Kleco 1 Surakarta Jln Slamet Riyadi No 554 Kerten Laweyan Ska Kamis 19 September 2024 Pukul 08.30 Wib #babinsasurakarta #pendimsurakarta https://t.co/ZJkEoZAVGA,babinsa kerten serka sugiman monitor seremoni laksana uji coba program makan gizi gratis mbg sdn kleco surakarta jln slamet riyadi no kerten laweyan ska kamis september pukul wib,0,netral
Susu ikan menjadi salah satu menu dalam program makan bergizi gratis (MBG). https://t.co/FRkGRwnIis,susu ikan jadi salah satu menu program makan gizi gratis mbg,1,positif
Kamis 19 September 2024 pukul 08.30 -10.40 WIB Babinsa Kerten Serka Sugiman dan Sertu Bambang monitoring kegiatan seremoni pelaksanaan uji coba program makan bergizi gratis (MBG) di Lapangan SDN kleco 1 Surakarta Jalan Slamet Riyadi no 554 kel kerten kec Laweyan Surakarta https://t.co/bW5RatbgeG,kamis september pukul wib babinsa kerten serka sugiman sertu bambang monitoring giat seremoni laksana uji coba program makan gizi gratis mbg lapang sdn kleco surakarta jalan slamet riyadi no kel kerten kec laweyan surakarta,0,netral
Perbincangan terkait susu ikan mencuat setelah produk tersebut digadang-gadang menjadi alternatif susu sapi dalam program Makan Bergizi dan Susu Gratis (MBG). #bisnisupdate #bisnis #update #text https://t.co/Lotpz1hfi5,bincang kait susu ikan cuat produk sebut gadang gadang jadi alternatif susu sapi program makan gizi susu gratis mbg,0,netral
Anggaran Makan Bergizi Gratis Rp 71 Triliun Target 15 Juta Tahun 2025 Mulai 2 Januari 2025 Kepala Badan Gizi Nasional Dadan Hindayana mengungkapkan bahwa lembaganya akan mengelola dana sebesar Rp 71 triliun. Pelaksanaan program Makan Bergizi Gratis (MBG) mulai 2 https://t.co/ogyxik5qWK,anggar makan gizi gratis rp triliun target juta tahun mulai januari kepala badan gizi nasional dad hindayana ungkap lembaga kelola dana besar rp triliun laksana program makan gizi gratis mbg mulai,0,netral
selama masa uji coba MBG menu yang disajikan selalu berbeda dengan mempertimbangkan survei sederhana yang melibatkan siswa serta kandungan kalori suatu makanan https://t.co/ezqlqslEOx,lama masa uji coba mbg menu saji selalu beda timbang survei sederhana libat siswa kandung kalori suatu makan,-1,negatif
Kota Tegal menjadi salah satu dari empat daerah di Jawa Tengah yang terpilih untuk melaksanakan uji coba Makan Bergizi Gratis (MBG). Selengkapnya di https://t.co/iOEkTJioqA #sebayufm #tegal #radiotegal #radiomasakini #digitalradio #infotegal #kotategal #pemkottegal https://t.co/TzMwHivTnP,kota tegal jadi salah satu empat daerah jawa tengah pilih laksana uji coba makan gizi gratis mbg lengkap,0,netral
Dimulai 2 Januari 2025 Program Makan Bergizi Gratis Sasar 15 Juta Penerima: Kepala Badan Gizi Nasional Dadan Hindayana mengungkapkan Program Makan Bergizi Gratis (MBG) akan dimulai pada 2 Januari 2025. https://t.co/HWOOKgWfFx https://t.co/c0AwEhAMi7,mulai januari program makan gizi gratis sasar juta terima kepala badan gizi nasional dad hindayana ungkap program makan gizi gratis mbg mulai januari,0,netral
PB IDI dukung susu ikan masuk ke program makan bergizi gratis. Susu ikan dinilai memiliki protein yang relatif tinggi dan baik untuk perbaikan gizi anak. https://t.co/wfwGnDNjbS,pb idi dukung susu ikan masuk program makan gizi gratis susu ikan nilai milik protein relatif tinggi baik baik gizi anak,0,netral
Jumlah Menteri AS: 15 China: 26 Rusia: 31 Australia: 23 Malaysia: 32 Brazil: 31 Afsel: 32 Norwegia: 19 UK: 22 India: 29 Jepang: 11 Argentina: 9 Rakyat ga jadi makan siang bergizi gratis karena APBN mesti ngasih makan KABINET GEMOY https://t.co/QWjD2CHhyq,jumlah menteri as china rusia australia malaysia brazil afsel norwegia uk india jepang argentina rakyat jadi makan siang gizi gratis apbn mesti ngasih makan kabinet gemoy,0,netral
@5w4rene5g3R @kompascom nanti kl gratis bergizi gampang om... yg yg makan jin semua kaya pemilih nya... tinggal ttd selesai...,kalau gratis gizi gampang om makan jin semua kaya pilih tinggal ttd selesai,-1,negatif
Anggaran Sosialisasi Makan Bergizi Gratis Tembus Rp 15 M https://t.co/4ZSbgXI1Cu,anggar sosialisasi makan gizi gratis tembus rp m,0,netral
Enam SD di Kota Tegal gelar gladi Makan Bergizi Gratis https://t.co/tv2at231iv,enam sd kota tegal gelar gladi makan gizi gratis,0,netral
Wamentan: 36 Perusahaan Siap Impor Sapi untuk Makan Bergizi Gratis 1 izin impornya berapa duit ya https://t.co/QqzgxWC767,wamentan usaha siap impor sapi makan gizi gratis izin impor berapa duit,0,netral
JPPI Tolak Anggaran Pendidikan Dipakai untuk Makan Bergizi Gratis: Memperburuk Kualitas Pendidikan - https://t.co/jLHxLRrJRA,jppi tolak anggar didik pakai makan gizi gratis buruk kualitas didik,0,netral
Akankah 'Susu Ikan' Jadi Salah Satu Menu Makan Bergizi Gratis? https://t.co/64GaDYhhzc,akan susu ikan jadi salah satu menu makan gizi gratis,1,positif
Bukannya makan bergizi gratis ni yauda fokusin aja disekolahan kasi lauk pauk yang bisa menuhin gizi si anak-anak dan otomatis ter- sosialisasi dengan sendirinya ya? Masa iya perlu nganggarin lagi ,bukan makan gizi gratis ni yauda fokusin sekolah kasi lauk pauk menuhin gizi si anak anak otomatis ter sosialisasi sendiri masa iya perlu nganggarin,-1,negatif
Kominfo Dapat Anggaran 15M demi Sosialisasi Makan Bergizi Gratis https://t.co/aphG1NnI7p,kominfo anggar m sosialisasi makan gizi gratis,0,netral
Kominfo dapat anggaran Rp 15 miliar untuk diseminasi makan bergizi gratis tahun 2025. Sosialiasai akan melalui media mainstream medsos dan penyuluhan offline. https://t.co/1Alxj6tqyu,kominfo anggar rp miliar mas makan gizi gratis tahun sosialiasai lalu media mainstream medsos suluh offline,0,netral
@kompascom Baru pon aja udah gak sanggup padahal nanti bakalan ngasih program makan sarapan pagi bergizi gratis anak sekolah...dari TK SD SMP SMA...???,baru pon sanggup padahal bakal ngasih program makan sarap pagi gizi gratis anak sekolah tk sd smp sma,0,netral
Kominfo akan memanfaatkan teknologi terbaru seperti kecerdasan buatan (AI) agar sosialisasi makan bergizi gratis di masa pemerintah Prabowo Subianto. https://t.co/fxmmVRtmCc,kominfo manfaat teknologi baru cerdas buat ai sosialisasi makan gizi gratis masa perintah prabowo subianto,0,netral
PB IDI jelaskan keutamaan susu ikan di program Makan Bergizi Gratis [BeritaBaru] https://t.co/3mMFSSC3Cq,pb idi jelas utama susu ikan program makan gizi gratis beritabaru,0,netral
Wacana Masuk Program Makan Bergizi Gratis Berikut Nutrisi yang Terkandung dalam Susu Ikan https://t.co/qGnaf1dHjW,wacana masuk program makan gizi gratis ikut nutrisi kandung susu ikan,0,netral
PB IDI Dukung Ide 'Susu Ikan' Masuk Program Makan Bergizi Gratis https://t.co/Tgla9JKMaP,pb idi dukung ide susu ikan masuk program makan gizi gratis,0,netral
Ramai Diperbincangkan soal Susu Ikan IDI Bocorkan Hal Ini: Belakangan ini susu ikan ramai diperbincangkan oleh publik. Hal ini lantaran susu ikan sebagai alternatif pengganti susu sapi di program makan bergizi gratis https://t.co/ISPIa8xU7x https://t.co/ld3gElC0Y6,ramai bincang soal susu ikan idi bocor belakang susu ikan ramai bincang publik lantar susu ikan alternatif ganti susu sapi program makan gizi gratis,0,netral
IDI Dukung Susu Ikan dalam Program Makan Bergizi Gratis https://t.co/0pr4yMJQLI #InvestorDaily #investasi #Saham,idi dukung susu ikan program makan gizi gratis,0,netral
Pj. Wali Kota Tegal Jawa Tengah Dadang Somantri meninjau pelaksanan gladi makan bergizi gratis di wilayahnya untuk memastikan kelancaran saat pelaksanaan Jumat (13/9). ️Han #BeritaElshinta https://t.co/9XbmxuEdLf,pj wali kota tegal jawa tengah dadang somantri tinjau pelaksanan gladi makan gizi gratis wilayah pasti lancar laksana jumat han,0,netral
DPR menilai perlu dilakukan riset lebih lanjut terkait keamanan produk susu ikan. Produk ini akan diberikan kepada seluruh siswa di sekolah terkait program makan bergizi gratis. Apa yang perlu diperhatikan dan diwaspadai? #SusuIkan #MakanSiangBergizi https://t.co/ol0Jztl0Cr,dpr nilai perlu laku riset lebih lanjut kait aman produk susu ikan produk beri seluruh siswa sekolah kait program makan gizi gratis apa perlu perhati waspada,0,netral
IDI Mendukung Inovasi Susu Ikan dalam Program Makan Bergizi Gratis https://t.co/LBmFXqgMe2 #beritasatu #news #berita,idi dukung inovasi susu ikan program makan gizi gratis,0,netral
Kementan sedang menyiapkan susu sapi untuk Makan Bergizi Gratis. #bisnisupdate #update #bisnis #text https://t.co/832FkdwHgy,tan sedang siap susu sapi makan gizi gratis,0,netral
Wakil Presiden Terpilih Gibran Rakabuming Raka kembali menguji coba program makan bergizi gratis. Uji coba berlangsung di SDN 05 Hambalang Bogor Jawa Barat. #gibranrakabumingraka #gibran #makanbergizigratis https://t.co/tEmr7fFTAy,wakil presiden pilih gibran rakabuming raka uji coba program makan gizi gratis uji coba langsung sdn hambalang bogor jawa barat,0,netral
Banggar DPR: Makan Bergizi Gratis Upaya Pemerintah Tingkatkan Kualitas SDM @prabowo @DPR_RI https://t.co/1xsdAYwnuD #DPRRI #Banggar #Prabowogibran #Makanbergizigratis https://t.co/NMRKWnWDPF,banggar dpr makan gizi gratis upaya perintah tingkat kualitas sdm,0,netral
klo kata gw program makan bergizi gratis itu emang penting bgt buat ngecapiin tata kelola susu di ri.,kalau kata program makan gizi gratis emang penting banget buat ngecapiin tata kelola susu ri,0,netral
Pada akhirnya Makan bergizi gratis hanya tinggal singkong goreng dan teh manis. #JumatBerkah #gerindra #Pilkada2024 @prabowo @gibran_tweet,akhir makan gizi gratis tinggal singkong goreng teh manis,0,netral
Penuhi Ambisi Program Makan Bergizi Gratis RI Mau Impor 1 3 Juta Sapi Perah https://t.co/VfkgTIrZxc #imporsapi #sapi #ambisi #programmakanbergizi #ambisi #ri #indonesia #makan #bergizi https://t.co/pXizZUnj62,penuh ambisi program makan gizi gratis ri mau impor juta sapi perah,0,netral
Kominfo mengalokasikan dana untuk penyebaran informasi terkait program makan bergizi gratis setelah mendapatkan tambahan anggaran Rp10 miliar saat rapat dengan DPR. Anggaran itu untuk memastikan program makan bergizi gratis bisa diterima dan dipahami oleh publik. #SmartNews https://t.co/wo13ecriIT,kominfo alokasi dana sebar informasi kait program makan gizi gratis dapat tambah anggar rp miliar rapat dpr anggar pasti program makan gizi gratis terima paham publik,0,netral
Ketua Umum IDI dr Adib Khumaidi mendukung susu ikan diusulkan dalam program makan bergizi gratis Prabowo-Gibran untuk anak. https://t.co/n8lxPrfyjC,ketua umum idi adib khumaidi dukung susu ikan usul program makan gizi gratis prabowo gibran anak,0,netral
IDI Dukung Penggunaan Susu Ikan di Program Makan Bergizi Gratis https://t.co/k917yWwCxr,idi dukung guna susu ikan program makan gizi gratis,0,netral
Susu ikan diusulkan jadi produk alternatif untuk program makan bergizi gratis Prabowo-Gibran. Produk ini dibuat dari ekstraksi protein ikan lho! Gimana menurut detikers? Yuk share pendapat kalian di kolom komentar! #Detikfood #Makananbergizi https://t.co/cIUTylXvp0,susu ikan usul jadi produk alternatif program makan gizi gratis prabowo gibran produk buat ekstraksi protein ikan lho gimana detikers yuk share dapat kalian kolom komentar,0,netral
Sosialisasi Makan Bergizi Gratis Telan Anggaran Rp15 Miliar Begini Skenarionya https://t.co/RCUiCwDhQf,sosialisasi makan gizi gratis telan anggar rp miliar begini skenario,0,netral
Gangguan Kecil Yang Gagal Total. Oleh: Hariqo Wibawa Satria Alkisah... di sebuah negara majemuk dengan jumlah penduduk terbesar ke-empat di dunia ada dua pemimpin yang siaga membawa jutaan rakyat yang terdiri dari 1.340 suku bangsa di gerbong kereta bersiap menuju Indonesia https://t.co/rZfBe11xwZ,ganggu kecil gagal total hariqo wibawa satria alkisah buah negara majemuk jumlah duduk besar empat dunia pimpin siaga bawa juta rakyat diri suku bangsa gerbong kereta siap tuju indonesia,-1,negatif
Kominfo mengungkapkan anggaran sosialisasi program makan bergizi gratis Prabowo Subianto lebih besar lagi yakni total mencapai Rp 15 miliar. https://t.co/d2N1ShHU9r,kominfo ungkap anggar sosialisasi program makan gizi gratis prabowo subianto lebih besar total capai rp miliar,0,netral
Banggar DPR soal Anggaran Rp 10 Miliar Buat Sosialisasi Program Makan Bergizi Gratis https://t.co/uftwzfMoT3,banggar dpr soal anggar rp miliar buat sosialisasi program makan gizi gratis,0,netral
Program Makan Bergizi Gratis diuji coba di Salatiga Jateng oleh Ketua Dewan Pertimbangan Presiden Wiranto. Uji coba pertama ini dilakukan untuk mengetahui kemungkinan kendala yang muncul di setiap daerah mengingat kondisi yang berbeda antar wilayah. https://t.co/ns6OyEQkD6 https://t.co/Ktt9GZHWV8,program makan gizi gratis uji coba salatiga jateng ketua dewan timbang presiden wiranto uji coba pertama laku tahu mungkin kendala muncul daerah ingat kondisi beda antar wilayah,0,netral
Banggar DPR menyetujui penambahan alokasi anggaran Kemkominfo sebesar Rp 10 miliar untuk sosialiasi program makan bergizi gratis. Begini penjelasan banggar. https://t.co/Nxgdt8DUb2,banggar dpr tuju tambah alokasi anggar kemkominfo besar rp miliar sosialiasi program makan gizi gratis begini jelas banggar,0,netral
Kata Ketua Banggar soal Anggaran Sosialisasi Makan Bergizi Gratis Rp 10 M https://t.co/90Ltb3iA0I,kata ketua banggar soal anggar sosialisasi makan gizi gratis rp m,0,netral
Dukung Program Makan Bergizi Gratis Bapanas Siap Sokong Cadangan Pangan Pemerintah yang Terus Diperkuat https://t.co/iBCYAfGZx8,dukung program makan gizi gratis bapanas siap sokong cadang pangan perintah terus kuat,1,positif
Demi Sukseskan Program Makan Bergizi Gratis Produksi Susu Ikan Digalakkan https://t.co/OKSfY0ufUQ #MakanBergiziGratis,sukses program makan gizi gratis produksi susu ikan galak,1,positif
Bulog akan Lanjutkan Impor Beras untuk Dukung Program Makan Bergizi Gratis Prabowo https://t.co/edCjmFO9OB #TempoBisnis,bulog lanjut impor beras dukung program makan gizi gratis prabowo,0,netral
Kepala Kantor Komunikasi Kepresidenan Hasan Nasbi menegaskan susu ikan tidak akan menggantikan susu dalam program makan bergizi gratis di kabinet Prabowo-Gibran. Saat ini pemerintah belum memiliki rencana resmi untuk menggunakan susu ikan dalam program tersebut. #SmartNews https://t.co/ENfBn6Q2l2,kepala kantor komunikasi presiden hasan nasbi tegas susu ikan ganti susu program makan gizi gratis kabinet prabowo gibran perintah milik rencana resmi guna susu ikan program sebut,0,netral
Susu Ikan Gantikan Susu Sapi di Program Makan Bergizi Gratis Gerindra: Belum Final https://t.co/tURxxfBrN8,susu ikan ganti susu sapi program makan gizi gratis gerindra final,0,netral
Susu ikan dikabarkan bakal jadi pilihan pengganti susu sapi dalam Program Makan Bergizi Gratis yang diusung pemerintahan terpilih Prabowo Subianto-Gibran Rakabuming. Apa ya susu ikan itu? https://t.co/XpDMDRaOp8 #CNNIndonesia https://t.co/r6mvb5FiNj,susu ikan kabar bakal jadi pilih ganti susu sapi program makan gizi gratis usung perintah pilih prabowo subianto gibran rakabuming apa susu ikan,0,netral
